	SS_N_0	SS_N_1	SS_N_2	SS_N_3	SS_N_4	SS_N_5	SS_N_6	SS_N_7	SS_N_8	SS_N_9	SS_N_10	SS_N_11	SS_N_12	SS_N_13	SS_N_14	SS_N_15	SS_N_16	SS_N_17	SS_N_18	SS_N_19	SS_N_20	SS_N_21	SS_N_22	SS_N_23	SS_N_24	SS_N_25	SS_N_26	SS_N_27	SS_N_28	SS_N_29	SS_N_30	SS_N_31	SS_N_32	SS_N_33	SS_N_34	SS_N_35	SS_N_36	SS_N_37	SS_N_38	SS_N_39	SS_N_40	SS_N_41	SS_N_42	SS_N_43	SS_N_44	SS_N_45	SS_N_46	SS_N_47	SS_N_48	SS_N_49	SS_N_50	SS_N_51	SS_N_52	SS_N_53	SS_N_54	SS_N_55	SS_N_56	SS_C_0	SS_C_1	SS_C_2	SS_C_3	SS_C_4	SS_C_5	SS_C_6	SS_C_7	SS_C_8	SS_C_9	SS_C_10	SS_C_11	SS_C_12	SS_C_13	SS_C_14	SS_C_15	SS_C_16	SS_C_17	SS_C_18	SS_C_19	SS_C_20	SS_C_21	SS_C_22	SS_C_23	SS_C_24	SS_C_25	SS_C_26	SS_C_27	SS_C_28	SS_C_29	SS_C_30	SS_C_31	SS_C_32	SS_C_33	SS_C_34	SS_C_35	SS_C_36	SS_C_37	SS_C_38	SS_C_39	SS_C_40	SS_C_41	SS_C_42	SS_C_43	SS_C_44	SS_C_45	SS_C_46	SS_C_47	SS_C_48	SS_C_49	TS_N_0_0	TS_N_1_0	TS_N_2_0	TS_N_3_0	TS_N_4_0	TS_N_5_0	TS_N_0_1	TS_N_1_1	TS_N_2_1	TS_N_3_1	TS_N_4_1	TS_N_5_1	TS_C_0_0	TS_C_1_0	TS_C_2_0	TS_C_3_0	TS_C_4_0	TS_C_5_0	TS_C_0_1	TS_C_1_1	TS_C_2_1	TS_C_3_1	TS_C_4_1	TS_C_5_1
AT1G68880	9.531073191	9.712262317	8.28033953	7.482216135	6.676851565	5.981373699	5.891493032	5.72111017	5.098585291	5.942459237	6.079897957	5.690209357	4.82169023	7.739671521	7.196232866	5.554714377	7.065026712	7.229389851	8.52079242	9.052822352	7.780020259	9.164976344	4.798569149	6.260930028	5.576374363	9.291723688	9.324235175	10.37107206	9.574086322	9.748965965	8.298692042	9.929498136	10.4026988	10.12167633	8.792845381	8.144012336	8.357509944	7.78475393	8.061645131	8.005152932	6.103980495	6.205136367	5.80800778	8.0350971	8.050676917	7.872759122	8.212302192	8.086732689	8.110465344	7.28660976	8.19646969	6.108818052	8.203325496	8.358477147	7.359407002	8.886574147	9.650622402	6.552913814	6.840090404	4.805103492	5.67410304	4.74735414	5.557815838	5.319454033	5.552784496	5.659376621	7.308252949	7.453614062	6.427606587	7.527716743	7.311448654	6.780120619	9.691941249	9.15190367	8.768790086	4.774744617	4.611105411	6.061432062	5.847613135	10.34976091	10.26945735	10.53536832	10.21024079	9.41224468	8.486927914	9.207153879	8.981702407	7.995034102	7.50912131	7.752553546	7.727060331	8.409042796	8.88094162	7.46716674	7.575641642	6.888023082	5.296119166	5.748864917	5.962232799	5.751034834	6.182578815	5.20260015	5.387612939	4.490445785	4.37107663	8.193004693	8.076251482	5.095887171	5.909872626	7.983182879	8.140192627	8.680569955	9.296941414	6.102623491	6.332602824	7.531812058	8.077792485	8.497127117	9.299615617	6.300605013	5.624552885	6.2419364	6.576662265	6.45065946	6.176169728	6.510417433	5.686659526	6.626511042	6.536067357	7.08599022	6.225202069
AT1G66390	4.517813621	4.646776183	4.440976011	4.419371474	5.427587091	4.742282415	4.845638911	5.566149123	5.27521013	5.068756868	5.521119069	6.188255443	5.122888537	5.022908173	5.755980101	4.925306353	5.041703746	5.154053548	5.16068115	5.010627737	4.92911669	5.205996637	4.715794127	5.155572692	4.950028591	5.520316956	5.149216588	4.683931708	4.692623382	4.50222832	5.069001567	4.292893891	4.529758667	4.720893226	4.410215582	4.468173028	4.52198638	4.461015503	4.412589774	4.39928674	4.395812747	4.588754459	4.459365452	4.158962886	4.013126662	4.42086157	4.220106303	4.411333188	4.439879041	4.519284654	4.611800963	4.677114946	5.045880068	4.258698524	4.848703578	4.429939073	4.584920514	4.565058433	4.634746217	5.002316837	4.969652637	5.686985424	4.394334748	5.51803247	6.470051466	6.231137808	5.322790694	5.582018192	5.53786479	5.391538965	5.227789257	5.344940346	4.86526702	4.884707051	5.545123979	5.24178341	5.280485535	5.291528441	6.336650587	4.297312508	5.039903301	4.945828337	4.748127495	5.04342501	4.583683998	4.539593568	4.458908871	4.311873609	4.476201576	4.525284104	4.435405999	4.276916404	4.286879306	4.591434472	4.758842059	4.646776183	4.333400459	4.226857223	4.173570686	6.162932203	4.735084293	6.800888215	5.153479312	4.573835521	4.826469177	4.50374922	4.468610222	4.481576857	4.490285294	4.466373975	4.417017743	5.005223968	4.35544645	4.603161032	4.635443798	4.385765004	4.568745038	4.570106748	4.362464784	4.666780799	4.647790434	4.601081628	4.579937753	4.376489109	4.323407563	4.608974727	4.721547998	4.524164643	4.392976386	4.456485575	4.442506747
AT1G52880	7.034365568	6.622184502	6.888968331	7.475798017	5.213242601	5.273419922	5.63996126	5.348922795	5.532568519	4.885997239	5.222649579	5.219130943	5.571914765	5.722481035	5.354563167	5.58993207	4.654182523	5.008355493	5.169989825	4.931812592	4.908242022	5.495223421	4.492289613	4.646486248	4.864077607	5.822303449	5.329620085	5.764765056	7.029644045	8.014510372	7.865002122	7.754296314	6.745311636	6.948486511	6.292271492	6.302533869	6.572431751	6.11915563	6.457390696	6.384930566	5.478122476	5.597289562	5.623006676	6.514865013	6.142165199	6.543145238	6.50049683	6.371374167	6.433286271	6.343087368	6.16842883	6.450559536	7.741955828	7.02188787	7.612234598	7.106802455	6.506192923	8.412767426	7.908664104	7.57558798	7.788248725	5.232130816	5.856616576	5.025142582	4.98259429	5.916949377	5.132558478	5.784457525	5.570097216	5.455251747	5.129501622	4.908385017	6.11096949	5.241850403	5.085848672	4.860831026	4.834113392	4.040754479	5.063882845	6.097023084	5.995316323	7.395059823	7.742303596	8.105612185	7.571483935	6.963247892	7.122423212	6.314929929	6.160218058	6.371027672	6.498847209	6.469629758	6.521965246	5.996470758	5.778035834	6.089043139	6.559942135	6.692449515	6.749637359	6.850725508	6.940650436	8.134469127	8.051899884	7.478276073	7.017218346	6.933718445	6.643233961	5.979653015	5.256974561	7.054302266	6.909241115	6.531843084	6.594054207	6.252019925	6.061105617	6.972855323	6.134913267	6.58373798	6.707072646	5.95920759	5.723783806	7.215036405	7.245824936	7.100032209	6.43483332	6.585328533	5.189616387	7.234614518	7.256530849	7.679968596	6.86560627
AT1G74660	9.845014149	9.467429096	9.076548175	9.578602698	9.460735208	9.944737844	9.75432763	9.814331033	9.109736505	9.518161198	7.792673306	8.065100717	7.300497745	8.359010335	8.9522576	8.342848093	7.563682341	7.891465972	8.488583657	8.361932807	8.031564007	9.803429757	7.19040055	7.709028978	7.841117386	9.355927233	9.257066836	8.941909719	9.883843837	9.452967654	8.461467126	9.457040496	9.416165359	9.445918895	7.925523923	7.864570822	7.755540804	8.603578224	8.199051302	8.468547363	7.713041618	7.94916922	7.818688161	9.588045493	9.211883765	9.435680609	9.524269073	9.329187287	9.471447415	10.01655424	9.641631667	10.07020258	10.71590914	10.49242754	10.64929556	8.539614144	9.046334414	8.640402334	8.408856904	7.763369907	8.595726889	9.670441655	10.11790029	4.838252899	6.692881795	6.535069304	7.200951465	6.420547964	6.809135206	7.620288721	8.04114456	7.355783722	8.802085456	7.60576594	8.023411097	6.965840536	7.169948059	6.709436959	5.524297087	9.772354181	8.623208701	9.970985358	9.893939047	8.929588742	8.188893503	8.200388971	7.980333345	7.566664799	7.586050794	7.765129811	8.195876541	8.210912522	8.28302893	7.74040063	7.838747027	7.991934392	8.478493527	8.439189989	8.646918944	8.339647223	7.6761201	9.142606809	9.157351386	9.425031947	9.339191303	7.990280095	8.271007603	8.153925731	7.979750126	8.207236551	8.676469079	8.55015326	8.959789609	8.226745075	7.655251786	8.122331834	7.596775849	8.571995482	8.802362288	7.618735666	7.806314389	8.030223166	8.405417169	8.209107179	8.049862065	8.02190915	7.601016231	8.39444986	8.72120386	8.498247928	7.89912819
AT1G74500	8.28274377	7.989439721	7.732452856	8.002070966	6.774732729	6.82655292	6.504185265	6.887024488	6.750297757	6.96827183	5.222649579	6.173322776	6.671043311	8.744828576	7.824987226	5.749731288	5.245616572	5.112442469	5.608125372	5.519852542	5.916830608	7.460903105	6.575102003	6.391906069	4.506601313	9.20072309	8.398443559	8.348023566	7.574789396	7.702245622	7.220477774	8.511175929	8.555787129	8.192606488	8.892204949	8.364085533	8.246974202	8.605954578	8.791221222	8.409653596	9.200903887	8.906346635	9.084834478	9.398214254	9.230884486	9.373997918	8.924001985	8.995495944	9.039047388	9.895899738	9.152597062	8.845536994	9.828623654	9.859001965	9.749815705	8.406812593	8.080589824	8.200582601	7.748256494	7.783586766	8.124637068	6.604789425	7.614078659	6.147530779	7.330424202	8.020377097	8.332802734	8.737013305	6.949978068	5.225712632	4.975029391	5.18412928	6.564441552	7.56284288	6.267348841	7.614133747	5.674075433	5.273455407	4.703676792	7.396502236	7.869944611	7.353865573	8.118362604	8.209405219	8.747499034	9.223210143	8.863256006	8.467734563	7.899896755	7.956901757	9.167376755	9.202773454	9.252506291	9.069403595	9.341201387	9.237134919	9.025717069	9.526103777	9.179719259	9.782316914	9.39897237	10.27153424	8.781436793	9.679832608	9.737826915	8.277173013	8.258604524	8.102156498	7.804812342	9.327576286	9.511675664	9.044010569	9.710274857	8.91302725	8.178348495	9.479691193	8.945267375	9.430896129	9.328500111	7.947392869	7.936454093	9.312079053	9.413103824	9.735060569	9.092849813	8.080491779	7.587717431	9.477587689	9.656283559	9.485451848	9.410058535
AT1G69690	5.781384899	6.296605568	6.240420131	6.711798054	4.273830708	4.797653943	4.908662932	5.172777012	5.275781541	5.335492505	5.26782363	4.742483058	4.811748399	5.113747354	4.375161643	4.714464396	4.89519346	5.183436679	5.321115031	4.804187339	4.410632541	5.016008905	4.790703555	4.761641816	4.879640049	4.716249988	5.270560419	4.560102019	4.932152808	5.174266006	4.879225844	6.122340476	6.213318537	5.944108036	5.014893845	5.044358069	5.299786107	5.179703753	5.209325472	5.336008647	5.41809145	5.148080882	5.217125336	7.069499393	6.45218355	6.571745981	6.253907172	6.516729616	6.196545467	6.115778372	5.540477807	5.56599305	5.761743816	5.793490225	6.88536411	6.433819849	6.5308984	5.577033959	6.45849075	6.523427828	7.004906062	4.904403963	5.780937855	6.393215679	4.885512224	4.736304523	5.064577084	4.706149838	4.506753262	5.215273696	4.753700162	4.593622541	4.544466009	5.156679195	4.826073787	4.655167401	5.045528493	5.043125799	5.163834938	4.77597217	5.023167524	4.57075547	4.667317581	4.967493493	6.388829989	6.920331248	6.368721584	4.793043563	4.554861339	5.034289179	5.527602094	5.499356231	5.71376814	5.301592361	5.392024936	5.520431771	7.058171822	7.126540374	7.067757927	5.17464198	5.087405737	6.792110502	6.132073542	5.673963914	6.502515648	6.639001847	6.667436283	5.33445129	5.310837649	5.423255376	5.742334679	5.841095636	5.605185063	4.962350397	5.197940402	5.477265888	4.459534753	5.382801257	5.650986269	5.14049372	5.388844174	5.535650389	5.994621543	5.673100557	5.333159277	5.310696452	5.313844674	5.327516963	5.862736688	5.840303945	5.497719317
AT1G74080	5.013915935	5.050900342	5.332428954	5.123553584	5.123396026	5.111375296	5.358844818	5.078926284	5.193129885	5.116139461	5.639837358	5.435091496	5.322429813	5.265691727	5.529293939	5.897223568	6.128889809	5.60282757	5.698583304	5.799673377	5.780822268	6.238584166	5.315098273	5.017726648	5.103862053	5.958348807	6.608867073	5.460386519	5.593662114	5.236505595	5.65725197	6.288291076	6.195908348	5.796067414	6.501512615	5.829423557	6.594412905	6.841205535	5.804768843	7.043985066	5.091049138	4.906985799	4.98330688	5.772896379	5.644151416	5.692443419	5.67035673	5.607297487	5.671133747	5.173008372	4.704031425	5.201084376	5.068739261	5.269672128	5.104586194	9.516875958	6.397891298	5.179788216	5.228309459	5.327601375	5.536220948	5.288170246	5.038894269	5.78248618	5.273646987	5.095607588	5.545654085	6.667825329	5.529706124	5.613478603	5.647636826	5.135125049	5.507671834	6.317057028	6.529594692	5.059484577	5.057019684	4.897007891	5.85224315	5.793901494	5.620706728	5.340694064	5.042971586	5.766021844	6.849245159	6.657371319	5.932905756	6.446040904	5.699746694	5.95536312	6.324634909	5.955877801	7.215092825	5.177691515	4.943641484	5.041042985	5.232396126	5.529496224	5.484917874	5.445511453	5.358597177	5.453691038	5.836347097	4.726667954	5.358388288	9.309172254	8.425783816	5.946826531	6.196080169	7.968504525	6.404264239	6.800022733	6.095817771	5.796911294	6.355964549	7.421097457	6.096544206	6.675695915	6.783289318	6.644508668	5.692443419	6.77552196	6.234634378	6.732136673	6.547209184	6.810085503	6.311135341	6.626977167	5.901674857	6.769399374	6.061181651
AT1G69780	6.494401521	6.148349406	6.685238655	6.317795345	5.076534396	5.725469645	5.394344797	5.054820117	6.009725437	5.422189467	6.18978077	5.53771444	5.126449032	7.774633528	7.610233039	6.796115723	7.221400245	6.067830235	6.888490488	6.535548426	7.033170739	6.718659083	6.152946123	5.272815986	4.891494336	6.505110881	6.153168326	6.121520803	5.17053315	5.447416521	6.1830531	6.318768568	5.707062462	5.763340247	6.488794654	6.325799126	6.605347126	6.585912377	7.035350554	6.850750378	6.864212351	7.025354552	7.104222795	7.351319649	7.500676268	7.656768692	7.16345568	7.175487386	7.34318503	7.049495816	6.656164757	6.922685942	6.345257752	6.86102174	5.352540677	6.238597294	6.243079398	6.900532269	6.740107677	6.514915186	6.685575277	5.138852688	6.029155032	7.719873888	7.148541986	5.975064162	7.398879916	7.688473837	7.364457898	7.645811786	7.995516507	6.611807395	6.266531644	7.984956496	7.435420719	6.263194498	6.207831373	5.283163559	4.111159617	4.756027243	6.122483542	4.900833342	5.582549741	5.996104837	6.685889398	6.615901936	6.399741778	6.422654117	6.733793075	6.581639828	7.257948704	7.292100276	7.351663746	6.753204081	7.135360572	6.812028521	8.044179844	7.827076366	7.947031441	7.756430356	7.444780256	7.509157172	7.604736824	8.000997008	7.2482539	6.540987655	6.522758154	5.961201686	5.42676168	6.804848897	6.014127831	6.353326315	6.541749058	6.336553755	5.928332388	6.61948222	6.737759646	6.052882522	6.64252775	5.756013455	5.705055179	6.77449607	6.568647518	6.633925984	6.548968607	5.089431597	5.392052856	6.700495921	6.646395696	6.365699384	6.691589439
AT1G72360	8.396529879	7.928622181	7.50889012	9.45862294	8.480745514	8.742350326	8.85231324	9.262343301	7.368643117	8.424677309	8.434164229	8.362774885	8.686330077	9.664895098	10.66653952	10.33621792	9.16859298	9.196260016	9.742049512	9.7879385	9.169023299	10.95453517	9.766259914	9.460423597	10.35499462	10.2538761	9.227444023	9.012708545	10.14340364	11.256081	10.61551121	8.638453647	9.022902726	9.7931724	7.29388079	7.814320872	6.889607086	7.424585876	7.255991934	7.458641971	6.729338897	6.716564198	6.152793645	10.13235441	10.94335249	9.65381333	9.281485171	8.756843534	8.948215938	10.1451897	9.101152372	10.20752616	11.11230628	11.3924322	11.31032445	8.142783029	7.815647938	8.700979407	8.087405971	8.37313536	8.987773823	7.931631589	8.673732401	7.637909214	7.87975154	8.086679112	8.493807489	9.4907386	9.593225401	8.745282595	8.476045839	8.709609495	11.3005888	8.765783995	11.04275641	10.20719501	7.930738816	8.590594539	7.049821163	10.60530644	8.6249593	11.005481	11.40019605	10.37487348	7.231445788	7.685196766	8.989197567	7.139915972	7.027108157	7.314441512	7.130936624	7.701920357	7.256008089	6.492933626	6.210388637	6.22283102	8.860726772	9.037542711	8.7990526	10.32468164	8.8002446	9.529164776	11.70672704	11.13286203	11.45680143	7.876662798	8.034857973	8.024993719	7.071183898	7.739510463	8.568142993	8.266838722	8.011399371	8.796490269	7.246278025	7.962009545	8.51306135	7.996131415	8.268592624	7.276363684	7.356683846	8.856205802	7.956151829	8.139727086	7.6368031	8.060684699	7.305611965	9.018873041	8.819344833	8.866336331	7.586192574
AT1G68360	8.877121328	7.970682681	8.271559081	8.352341373	8.508041464	8.751411813	8.666980218	8.900449296	8.310206912	8.361931411	6.442598215	6.543513403	5.74750224	6.848792319	6.773346275	6.047956008	7.85077885	7.703410017	7.453203469	8.698440989	7.573464497	6.629309959	7.029994466	6.864284901	7.141856043	8.027076512	6.847039523	7.084829663	7.965752013	8.047330668	7.870924651	7.674684193	7.807346368	7.872506523	7.647941985	7.152324934	7.716741313	7.342758648	7.264468914	7.270461066	6.411615541	6.116348465	6.522700861	7.931057162	8.067436795	8.078297355	7.893990049	7.835596522	8.057792961	8.911162387	8.041993821	8.956503919	9.309698952	8.916583871	10.54841424	8.384457565	8.463640608	8.347931601	7.73767906	8.038635454	8.156652767	8.251462438	8.665960978	5.802890578	7.438317491	6.484087219	6.286848201	7.057796322	6.120152583	7.976767086	8.354774511	8.07619693	7.97751047	7.419351521	8.944355697	6.895817954	7.035848571	7.361319181	6.357401669	7.636102291	7.247459948	8.4017186	7.950601287	8.646900592	7.575198231	7.558437654	7.129404405	6.954008334	6.910047046	6.863244995	7.335568087	6.907854388	7.05148261	6.522908612	6.81692153	7.085669639	8.121472155	7.590895187	7.900170392	7.98946946	7.928911584	8.678535994	8.246614555	7.759921606	7.821126979	7.810958736	8.057295093	7.838042535	8.044982544	8.61608002	8.628832635	8.214999202	9.11937474	7.891376665	8.301140308	8.839378617	8.430412792	8.387537442	9.091948857	7.447134654	7.767775628	7.895216263	7.983510766	7.637668356	7.652804783	7.953602024	7.565260228	7.629426706	7.989024108	7.895998936	7.825490629
AT2G43500	7.559890326	6.70847161	5.6035423	4.867824151	4.455699724	4.596828853	4.553869823	4.94564066	5.018938063	4.803398221	6.686087474	6.462515811	6.425171387	7.38798295	7.882555588	6.859915781	5.325686601	5.551801434	6.111961511	6.27536298	6.296250816	6.199465194	6.661415653	6.170511477	5.875414887	6.386706689	6.030442361	7.345278612	7.035088085	6.438361298	8.738631259	5.335608864	5.088334481	5.287935462	7.044910372	7.052526088	7.573405405	6.836934716	7.163333594	7.479005921	6.47801221	6.448175295	6.612026969	4.918628961	5.343973286	5.021735913	4.810768005	4.752461441	4.507779132	7.427593819	7.237903806	6.771910231	6.77163543	6.920808256	7.385736476	6.995960518	7.051215212	8.440373228	7.923430934	6.737940238	5.912949159	5.416435595	4.867650843	7.292727491	7.310640671	8.146869441	8.517961142	9.14962571	8.289548783	5.888007313	6.383640758	6.58689375	7.211917414	8.766092131	8.417612645	7.670346734	6.845263769	6.578453396	5.801641086	6.597487604	9.305227217	6.116847103	5.858605543	7.679035854	6.518133339	6.613322233	5.941208319	7.969862039	7.832098076	8.151501434	8.005469969	8.088667517	8.555347902	8.297372128	8.152531521	7.936831877	6.711041185	6.71048415	6.387054257	9.032046925	8.918876934	8.134469127	8.635288104	7.789961774	7.996220069	7.361465676	7.43081476	7.012910699	6.677415972	7.854453086	7.629857302	7.085704385	7.562921875	7.174297332	6.598929862	7.762854179	7.514961065	7.540919486	7.844241168	7.11745881	6.412309732	8.539705605	7.629956377	8.512698473	7.633941312	6.772722608	6.750939606	8.437019767	8.029060287	8.55990947	7.730258902
AT1G62360	5.16254267	5.554106645	5.101398453	5.434553216	5.32605865	5.341653142	5.592497848	5.716525251	6.10587147	6.120565697	6.210493656	5.637419359	7.010544852	5.85874012	5.080084368	7.124800225	6.685973869	7.532887148	6.269073974	6.564023214	8.053717245	7.179656318	5.528654403	4.987331059	5.840356523	5.471778499	5.709042699	5.989883363	4.937589968	5.270332596	4.926301989	4.439672858	4.824083055	4.843977866	4.657871453	4.95106142	4.649280707	4.322806303	4.423240565	4.511877095	4.964845374	4.680636689	4.642805558	4.651380422	4.331485931	4.407259464	4.740816157	4.427374372	4.672308584	4.696640935	4.90612535	5.020678173	4.612068845	4.432297982	5.460933778	4.532924733	4.667085772	4.845857807	5.431941262	5.051595229	5.582595999	5.97377098	5.146160584	7.098281901	5.380345905	5.623719961	6.10864827	5.298314422	5.893970825	6.390407831	6.229992565	6.297622737	5.864490458	5.696622968	5.698313992	5.751132207	7.385949433	7.155575927	8.071342451	5.861931786	5.218678536	5.161120529	5.24864751	5.187075605	4.511752459	4.43297637	4.606801361	4.724182353	5.014634337	4.577400756	4.476577995	4.481517089	4.269733915	4.874478191	5.026498679	4.918792723	4.728532692	4.424588598	4.445477642	5.250622244	4.909652479	4.973465542	5.13737878	4.963731744	4.68915118	4.400531412	4.780132133	6.808772287	7.038163813	4.639691764	4.905916294	4.985894612	4.675448273	6.264011054	6.980533367	4.499778409	5.011944615	4.982951036	4.75443611	6.711412167	7.499464885	4.565539676	5.14971666	4.859731283	5.197195655	7.229092152	7.636202651	4.74778656	4.738102609	4.782527723	4.750538924
AT1G17590	8.136068795	7.70951149	8.068691004	7.226830522	6.49396507	6.956082823	6.576443749	6.657527588	6.621959498	6.90660899	5.851901953	4.817655089	5.996872543	6.915945826	5.94277509	6.466160218	7.071148691	7.629060509	6.290362781	7.951290174	7.218078423	7.367594157	6.616827303	6.644039031	6.28632225	6.925033945	7.409198608	8.047182802	7.846168951	7.778505654	7.895449011	6.931835519	6.769355465	7.278858629	6.437508142	6.350217119	6.312909032	6.738729915	6.802802125	6.609868893	5.854539219	6.2700597	6.263533584	6.90660899	7.000742758	6.885724855	7.213858622	6.951240459	7.123088477	7.549460946	7.317069913	7.582249806	7.161313033	8.102745013	7.238049857	7.34361465	7.351772533	7.922049509	7.637951715	8.122021383	7.257340854	6.470672002	6.45065946	6.988586276	5.177377149	6.214816773	7.117340504	6.999505748	6.477868235	7.379091698	7.955216228	6.783596282	8.666188678	7.799085663	8.054532072	6.628755624	6.630289925	6.915166686	8.105711204	7.961604117	8.407374855	7.780389608	8.043783859	7.55475127	7.174675014	7.193032803	7.414987263	6.153238253	6.673414381	6.742909223	6.72556368	6.791870683	6.917388294	6.63803392	6.768604652	6.930259618	6.820332654	7.021344258	6.739084806	7.466381891	7.471691301	6.953645565	8.225651226	8.284097151	8.540309376	7.422775576	7.473826533	7.163548016	6.983980226	7.846558828	7.308640132	7.642626028	7.836651613	6.88976478	7.261541975	7.714793749	8.311273107	7.193895656	7.867743501	7.033682514	7.198504669	7.873923879	7.475578654	7.685593874	7.565496501	6.510656531	7.593939224	7.82814013	7.336900811	7.50332584	7.595297284
